timestamp,tentativas_login,requisicoes_http,bytes_transferidos,tempo_resposta_ms,tipo,anomalia_pred,anomalia_score,eh_anomalia
2024-01-01 00:00:00,5.993428306022466,118.76567611951995,48171.0355889516,163.91312233313732,Normal,1,-0.37242716689580546,Não
2024-01-01 00:01:00,4.72347139765763,89.67910543565252,63748.76419148185,208.8410436069699,Normal,1,-0.3842510115664556,Não
2024-01-01 00:02:00,6.295377076201385,101.92241553881966,43540.358208754646,172.66599577063673,Normal,1,-0.36422391138672894,Não
2024-01-01 00:03:00,8.046059712816051,90.75449422589915,42008.079933497465,186.41724448369735,Normal,1,-0.4053202925984733,Não
2024-01-01 00:04:00,4.531693250553328,91.31007545135368,45172.56477817967,283.67260451492683,Normal,1,-0.39762649982586695,Não
2024-01-01 00:05:00,4.531726086101639,93.81655753062721,40466.713917412875,267.0230525895174,Normal,1,-0.39166706418422775,Não
2024-01-01 00:06:00,8.158425631014783,104.44267543267426,51226.70315994795,135.02093815362014,Normal,1,-0.41237639373632834,Não
2024-01-01 00:07:00,6.534869458305818,90.42502756673045,66246.7845846956,241.48662089395873,Normal,1,-0.41355658662816136,Não
2024-01-01 00:08:00,4.061051228130096,125.11512251147042,53230.79273116029,240.5698277245796,Normal,1,-0.3854259631269937,Não
2024-01-01 00:09:00,6.085120087171929,82.10785395560993,47476.46497873712,142.5868355623691,Normal,1,-0.3797268699486003,Não
2024-01-01 00:10:00,4.0731646143750755,96.26256711677281,47081.88731084456,240.93888218774305,Normal,1,-0.3639800272754207,Não
2024-01-01 00:11:00,4.068540492859486,91.2053788345165,34368.09191303343,276.89659592062765,Normal,1,-0.42576035636901605,Não
2024-01-01 00:12:00,5.483924543132068,128.93955768707465,58831.09777147159,143.8727596877793,Normal,1,-0.40148381386464815,Não
2024-01-01 00:13:00,1.1734395106844042,103.93109553023149,49221.62802987198,154.12485894928682,Normal,1,-0.42252985106259544,Não
2024-01-01 00:14:00,1.5501643349739345,120.6368907893727,48195.20086409374,250.88307334217512,Normal,1,-0.4334664942366809,Não
2024-01-01 00:15:00,3.8754249415180544,70.28879253926056,81931.0756784486,213.5747655412824,Normal,1,-0.5132388094982451,Não
2024-01-01 00:16:00,2.9743377593311524,105.34100531738518,52987.52908365686,227.57381376197617,Normal,1,-0.371889080316057,Não
2024-01-01 00:17:00,5.628494665190548,117.79261591246873,42482.089499048154,217.02946082002484,Normal,1,-0.3704810753432259,Não
2024-01-01 00:18:00,3.1839518489575784,101.64567978550848,45736.42403794457,219.53479604640722,Normal,1,-0.36619149699531817,Não
2024-01-01 00:19:00,2.175392597329417,121.30960750130703,61484.457091967546,133.67639358444586,Normal,1,-0.44480427239875614,Não
2024-01-01 00:20:00,7.931297537843108,89.65423099799256,51132.70410537764,252.3658853310724,Normal,1,-0.4028768303651056,Não
2024-01-01 00:21:00,4.548447399026928,128.1869488037116,35617.22021682633,258.4794996213887,Normal,1,-0.42704025748890945,Não
2024-01-01 00:22:00,5.1350564093758475,145.977962472385,59192.28934575203,188.5304627965986,Normal,1,-0.4325432990811551,Não
2024-01-01 00:23:00,2.1505036275730864,92.74322879120682,43318.55914461006,197.82615250930687,Normal,1,-0.3920804527015255,Não
2024-01-01 00:24:00,3.9112345509496347,91.08994957198456,68732.97776217546,123.4446248722139,Normal,1,-0.4433305844611406,Não
